Number,Id,Types,Name,Type1,Type2,PV,Vitesse,Attaque,Defense,Att_Spe,Def_Spe,Capture,Competence1,CType1,Category1,Power1,Accuracy1,Competence2,CType2,Category2,Power2,Accuracy2,Competence3,CType3,Category3,Power3,Accuracy3,Competence4,CType4,Category4,Power4,Accuracy4,Image,Acier,Combat,Dragon,Eau,Electrik,Fee,Feu,Glace,Insecte,Normal,Plante,Poison,Psy,Roche,Sol,Spectre,Tenebres,Vol
#342,342,Eau Tenebres,Colhomard,Eau,Tenebres,31,13,12,8,9,5,3,Meteores,Normal,Special,6,0,Ecume,Eau,Special,4,6,Empty,Eau,,,,Empty,Tenebres,,,,Colhomard-RS.png,0.5,2.0,1.0,0.5,2.0,2.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#343,343,Psy Sol,Balbuto,Psy,Sol,20,13,4,5,4,7,5,Armure,Normal,Statut,0,0,Choc Mental,Psy,Special,5,6,Empty,Psy,,,,Empty,Sol,,,,Balbuto-RS.png,1.0,0.5,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,2.0,1.0
#344,344,Psy Sol,Kaorine,Psy,Sol,30,18,7,10,7,12,1,Ultralaser,Normal,Special,15,0,Teleport,Psy,Statut,0,0,Empty,Psy,,,,Empty,Sol,,,,Kaorine-RS.png,1.0,0.5,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,2.0,1.0
#349,349,Eau Eau,Barpau,Eau,Eau,10,20,1,2,1,5,5,Trempette,Normal,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Eau,,,,Empty,Eau,,,,Barpau-RS.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#350,350,Eau Eau,Milobellus,Eau,Eau,47,20,6,7,10,12,1,Vibraqua,Eau,Special,6,6,Ligotage,Normal,Physique,1,0,Empty,Eau,,,,Empty,Eau,,,,Milobellus-RS.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#355,355,Spectre Spectre,Skelénox,Spectre,Spectre,10,6,4,9,3,9,3,Groz'Yeux,Normal,Statut,0,6,Ombre Nocturne,Spectre,Special,0,6,Empty,Spectre,,,,Empty,Spectre,,,,Skelénox-RS.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#356,356,Spectre Spectre,Téraclope,Spectre,Spectre,20,6,7,13,6,13,1,Poing Ombre,Spectre,Physique,6,0,Prescience,Psy,Special,12,6,Empty,Spectre,,,,Empty,Spectre,,,,Téraclope-RS.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#360,360,Psy Psy,Okéoké,Psy,Psy,47,5,2,4,2,4,2,Trempette,Normal,Statut,0,0,Charme,Fee,Statut,0,6,Empty,Psy,,,,Empty,Psy,,,,Okéoké-RS.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#361,361,Glace Glace,Stalgamin,Glace,Glace,25,12,5,5,5,5,3,Poudreuse,Glace,Special,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Glace,,,,Empty,Glace,,,,Stalgamin-RS.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#362,362,Glace Glace,Oniglali,Glace,Glace,40,20,8,8,8,8,1,Lyophilisation,Glace,Special,7,6,Glaciation,Glace,Special,0,0,Empty,Glace,,,,Empty,Glace,,,,Oniglali-RS.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#406,406,Plante Poison,Rozbouton,Plante,Poison,20,13,3,3,5,7,5,Vol-Vie,Plante,Special,2,6,Croissance,Normal,Statut,0,0,Empty,Plante,,,,Empty,Poison,,,,Rozbouton-DP.png,1.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,1.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,1.0,2.0
#407,407,Plante Poison,Roserade,Plante,Poison,30,22,7,5,12,10,1,Piege de Venin,Poison,Statut,0,6,Champ Herbu,Plante,Statut,0,0,Empty,Plante,,,,Empty,Poison,,,,Roserade-DP.png,1.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,1.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,1.0,2.0
#415,415,Insecte Vol,Apitrini,Insecte,Vol,15,17,3,4,3,4,2,Doux Parfum,Normal,Statut,0,6,Tornade,Vol,Special,4,6,Empty,Insecte,,,,Empty,Vol,,,,Apitrini-DP.png,1.0,0.25,1.0,1.0,2.0,1.0,2.0,2.0,0.5,1.0,0.25,1.0,1.0,4.0,0.0,1.0,1.0,2.0
#416,416,Insecte Vol,Apireine,Insecte,Vol,35,10,8,10,8,10,0,Tranche,Normal,Physique,7,6,Dard Mortel,Insecte,Physique,5,6,Empty,Insecte,,,,Empty,Vol,,,,Apireine-DP.png,1.0,0.25,1.0,1.0,2.0,1.0,2.0,2.0,0.5,1.0,0.25,1.0,1.0,4.0,0.0,1.0,1.0,2.0
#420,420,Plante Plante,Ceribou,Plante,Plante,22,8,3,4,6,5,3,Aurore,Normal,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Plante,,,,Empty,Plante,,,,Ceribou-DP.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#421,421,Plante Plante,Ceriflor,Plante,Plante,35,21,6,7,8,7,1,Danse-Fleur,Plante,Special,12,6,Aurore,Normal,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Ceriflor_(Temps_Couvert)-DP.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#422,422,Eau Eau,Sancoki,Eau,Eau,38,8,4,4,5,6,3,Coud'Boue,Sol,Special,2,6,Lance-Boue,Sol,Statut,0,0,Empty,Eau,,,,Empty,Eau,,,,Sancoki_(Mer_Orient)-DP.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#423,423,Eau Sol,Tritosor,Eau,Sol,55,9,8,6,9,8,1,Coud'Boue,Sol,Special,2,6,Lance-Boue,Sol,Statut,0,0,Empty,Eau,,,,Empty,Sol,,,,Tritosor_(Mer_Orient)-DP.png,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#425,425,Spectre Vol,Baudrive,Spectre,Vol,45,17,5,3,6,4,2,Constriction,Normal,Physique,1,6,Lilliput,Normal,Statut,0,0,Empty,Spectre,,,,Empty,Vol,,,,Baudrive-DP.png,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.0,0.5,0.5,1.0,2.0,0.0,2.0,2.0,1.0
#426,426,Spectre Vol,Grodrive,Spectre,Vol,75,20,8,4,9,5,1,Hantise,Spectre,Physique,9,6,Constriction,Normal,Physique,1,6,Empty,Spectre,,,,Empty,Vol,,,,Grodrive-DP.png,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.0,0.5,0.5,1.0,2.0,0.0,2.0,2.0,1.0
#434,434,Poison Tenebres,Moufouette,Poison,Tenebres,31,18,6,4,4,4,4,Griffe,Normal,Physique,4,6,Puissance,Normal,Statut,0,0,Empty,Poison,,,,Empty,Tenebres,,,,Moufouette-DP.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,2.0,0.5,0.5,1.0
#435,435,Poison Tenebres,Moufflair,Poison,Tenebres,51,21,9,6,7,6,1,Lance-Flammes,Feu,Special,9,6,Griffe,Normal,Physique,4,6,Empty,Poison,,,,Empty,Tenebres,,,,Moufflair-DP.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,2.0,0.5,0.5,1.0
#436,436,Acier Psy,Archéomire,Acier,Psy,28,5,2,8,2,8,5,Charge,Normal,Physique,4,6,Choc Mental,Psy,Special,5,6,Empty,Acier,,,,Empty,Psy,,,,Archéomire-DP.png,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,0.5,0.5,0.0,0.25,0.5,2.0,2.0,2.0,0.5
#437,437,Acier Psy,Archéodong,Acier,Psy,33,8,8,11,7,11,1,Barrage,Normal,Statut,0,0,Zenith,Feu,Statut,0,0,Empty,Acier,,,,Empty,Psy,,,,Archéodong-DP.png,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,0.5,0.5,0.0,0.25,0.5,2.0,2.0,2.0,0.5
#438,438,Roche Roche,Manzaï,Roche,Roche,25,2,8,9,1,4,5,Croco Larme,Tenebres,Statut,0,6,Photocopie,Normal,Statut,0,0,Empty,Roche,,,,Empty,Roche,,,,Manzaï-DP.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#439,439,Fee Psy,Mime_Jr.,Fee,Psy,10,15,2,4,7,9,2,Chatouille,Normal,Statut,0,6,Bouclier,Psy,Statut,0,6,Empty,Fee,,,,Empty,Psy,,,,Mime_Jr.-DP.png,2.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0
#446,446,Normal Normal,Goinfrex,Normal,Normal,67,1,8,4,4,8,1,Dernier Recours,Normal,Physique,14,6,Recyclage,Normal,Statut,0,0,Empty,Normal,,,,Empty,Normal,,,,Goinfrex-DP.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#447,447,Combat Combat,Riolu,Combat,Combat,20,15,7,4,3,4,1,Clairvoyance,Normal,Statut,0,0,Vive-Attaque,Normal,Physique,4,6,Empty,Combat,,,,Empty,Combat,,,,Riolu-DP.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#448,448,Acier Combat,Lucario,Acier,Combat,35,22,11,7,11,7,0,Aurasphere,Combat,Special,8,0,Affilage,Normal,Statut,0,0,Empty,Acier,,,,Empty,Combat,,,,Lucario-DP.png,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,0.25,0.5,0.5,0.0,1.0,0.25,2.0,1.0,0.5,1.0
#449,449,Sol Sol,Hippopotas,Sol,Sol,34,8,7,7,3,4,2,Charge,Normal,Physique,4,6,Jet de Sable,Sol,Statut,0,6,Empty,Sol,,,,Empty,Sol,,,,Hippopotas-DP.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#450,450,Sol Sol,Hippodocus,Sol,Sol,54,11,11,11,6,7,1,Crocs Givre,Glace,Physique,6,0,Crocs Feu,Feu,Physique,6,0,Empty,Sol,,,,Empty,Sol,,,,Hippodocus-DP.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#451,451,Insecte Poison,Rapion,Insecte,Poison,20,16,5,9,3,5,2,Morsure,Tenebres,Physique,6,6,Dard-Venin,Poison,Physique,1,6,Empty,Insecte,,,,Empty,Poison,,,,Rapion-DP.png,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,2.0,2.0,1.0,1.0,1.0,2.0
#452,452,Poison Tenebres,Drascore,Poison,Tenebres,35,23,9,11,6,7,0,Crocs Eclair,Electrik,Physique,6,0,Crocs Givre,Glace,Physique,6,0,Empty,Poison,,,,Empty,Tenebres,,,,Drascore-DP.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,2.0,0.5,0.5,1.0
#453,453,Combat Poison,Cradopaud,Combat,Poison,24,12,6,4,6,4,2,Etonnement,Spectre,Physique,3,6,Coud'Boue,Sol,Special,2,6,Empty,Combat,,,,Empty,Poison,,,,Cradopaud-DP.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.5,4.0,0.5,2.0,1.0,0.5,2.0
#454,454,Combat Poison,Coatox,Combat,Poison,41,21,10,6,8,6,1,Etonnement,Spectre,Physique,3,6,Coud'Boue,Sol,Special,2,6,Empty,Combat,,,,Empty,Poison,,,,Coatox-DP.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.5,4.0,0.5,2.0,1.0,0.5,2.0
#458,458,Eau Vol,Babimanta,Eau,Vol,22,12,2,5,6,12,0,Charge,Normal,Physique,4,6,Ecume,Eau,Special,4,6,Empty,Eau,,,,Empty,Vol,,,,Babimanta-DP.png,0.5,0.5,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#459,459,Glace Plante,Blizzi,Glace,Plante,30,10,6,5,6,6,2,Poudreuse,Glace,Special,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Glace,,,,Empty,Plante,,,,Blizzi-DP.png,2.0,2.0,1.0,0.5,0.5,1.0,4.0,1.0,2.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0
#460,460,Glace Plante,Blizzaroi,Glace,Plante,45,15,9,7,9,8,1,Poing-Glace,Glace,Physique,7,6,Poudreuse,Glace,Special,4,6,Empty,Glace,,,,Empty,Plante,,,,Blizzaroi-DP.png,2.0,2.0,1.0,0.5,0.5,1.0,4.0,1.0,2.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0
#461,461,Glace Tenebres,Dimoret,Glace,Tenebres,35,31,12,6,4,8,0,Embargo,Tenebres,Statut,0,6,Vendetta,Combat,Physique,6,6,Empty,Glace,,,,Empty,Tenebres,,,,Dimoret-DP.png,2.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0
#464,464,Roche Sol,Rhinastoc,Roche,Sol,57,10,14,13,5,5,0,Marto-Poing,Combat,Physique,10,0,Roc-Boulet,Roche,Physique,15,0,Empty,Roche,,,,Empty,Sol,,,,Rhinastoc-DP.png,2.0,2.0,1.0,4.0,0.0,1.0,0.5,2.0,1.0,0.5,4.0,0.25,1.0,0.5,2.0,1.0,1.0,0.5
#468,468,Fee Vol,Togekiss,Fee,Vol,42,20,5,9,12,11,0,Apres Vous,Normal,Statut,0,0,Pique,Vol,Physique,14,0,Empty,Fee,,,,Empty,Vol,,,,Togekiss-DP.png,2.0,0.25,0.0,1.0,2.0,1.0,1.0,2.0,0.25,1.0,0.5,2.0,1.0,2.0,0.0,1.0,0.5,1.0
#470,470,Plante Plante,Phyllali,Plante,Plante,32,23,11,13,6,6,0,Tranch'Herbe,Plante,Physique,5,0,Coup d'Main,Normal,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Phyllali-DP.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#471,471,Glace Glace,Givrali,Glace,Glace,32,16,6,11,13,9,0,Vent Glace,Glace,Special,5,0,Coup d'Main,Normal,Statut,0,0,Empty,Glace,,,,Empty,Glace,,,,Givrali-DP.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#473,473,Glace Sol,Mammochon,Glace,Sol,55,20,13,8,7,6,1,Furie,Normal,Physique,1,0,Grimace,Normal,Statut,0,6,Empty,Glace,,,,Empty,Sol,,,,Mammochon-DP.png,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
#475,475,Combat Psy,Gallame,Combat,Psy,34,20,12,6,6,11,1,Tranche,Normal,Physique,7,6,Force Ajoutee,Psy,Special,2,6,Empty,Combat,,,,Empty,Psy,,,,Gallame-DP.png,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0
#477,477,Spectre Spectre,Noctunoir,Spectre,Spectre,22,11,10,13,6,13,0,Poing Ombre,Spectre,Physique,6,0,Prescience,Psy,Special,12,6,Empty,Spectre,,,,Empty,Spectre,,,,Noctunoir-DP.png,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
#478,478,Glace Spectre,Momartik,Glace,Spectre,35,27,8,7,8,7,1,Vent Mauvais,Spectre,Special,6,6,Prelevem. Destin,Spectre,Statut,0,6,Empty,Glace,,,,Empty,Spectre,,,,Momartik-DP.png,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,1.0,2.0,2.0,1.0
#479,479,Electrik Spectre,Motisma,Electrik,Spectre,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Spectre,,,,Motisma_(Forme_Normale)-DP.png,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,2.0,2.0,2.0,0.5
#479,479,Electrik Feu,Motisma_Chaleur,Electrik,Feu,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Feu,,,,Motisma_Chaleur.png,0.25,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.5
#479,479,Electrik Glace,Motisma_Froid,Electrik,Glace,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Glace,,,,Motisma_Froid.png,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5
#479,479,Electrik Vol,Motisma_Helice,Electrik,Vol,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Vol,,,,Motisma_Helice.png,0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,1.0,1.0,0.5
#479,479,Eau Electrik,Motisma_Lavage,Eau,Electrik,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Eau,,,,Empty,Electrik,,,,Motisma_Lavage.png,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
#479,479,Electrik Plante,Motisma_Tonte,Electrik,Plante,25,22,5,7,9,7,0,Coup d'Jus,Electrik,Special,8,6,Chargeur,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Plante,,,,Motisma_Tonte.png,0.5,1.0,1.0,0.5,0.25,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0
#509,509,Tenebres Tenebres,Chacripan,Tenebres,Tenebres,20,16,5,3,5,3,5,Griffe,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Tenebres,,,,Empty,Tenebres,,,,Chacripan-NB.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#510,510,Tenebres Tenebres,Léopardus,Tenebres,Tenebres,32,26,8,5,8,5,1,Griffe,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Tenebres,,,,Empty,Tenebres,,,,Léopardus-NB.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0
#517,517,Psy Psy,Munna,Psy,Psy,38,6,2,4,6,5,3,Vague Psy,Psy,Special,0,6,Boul'Armure,Normal,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Munna-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#518,518,Psy Psy,Mushana,Psy,Psy,58,7,5,8,10,9,1,Champ Psychique,Psy,Statut,0,0,Boul'Armure,Normal,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Mushana-NB.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#519,519,Normal Vol,Poichigeon,Normal,Vol,25,10,5,5,3,3,5,Tornade,Vol,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Normal,,,,Empty,Vol,,,,Poichigeon-NB.png,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0
#520,520,Normal Vol,Colombeau,Normal,Vol,31,16,7,6,5,4,2,Tornade,Vol,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Normal,,,,Empty,Vol,,,,Colombeau-NB.png,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0
#521,521,Normal Vol,Déflaisan,Normal,Vol,40,23,10,8,6,5,0,Tornade,Vol,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Normal,,,,Empty,Vol,,,,Déflaisan_(Mâle)-NB.png,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0
#524,524,Roche Roche,Nodulithe,Roche,Roche,27,3,7,8,2,2,5,Charge,Normal,Physique,4,6,Armure,Normal,Statut,0,0,Empty,Roche,,,,Empty,Roche,,,,Nodulithe-NB.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#525,525,Roche Roche,Géolithe,Roche,Roche,35,5,10,10,5,4,2,Rayon Gemme,Roche,Special,8,6,Charge,Normal,Physique,4,6,Empty,Roche,,,,Empty,Roche,,,,Géolithe-NB.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#526,526,Roche Roche,Gigalithe,Roche,Roche,42,6,13,13,6,7,0,Rayon Gemme,Roche,Special,8,6,Charge,Normal,Physique,4,6,Empty,Roche,,,,Empty,Roche,,,,Gigalithe-NB.png,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#527,527,Psy Vol,Chovsourir,Psy,Vol,27,18,4,4,5,4,3,Choc Mental,Psy,Special,5,6,Flair,Normal,Statut,0,0,Empty,Psy,,,,Empty,Vol,,,,Chovsourir-NB.png,1.0,0.25,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,2.0,0.0,2.0,2.0,1.0
#528,528,Psy Vol,Rhinolove,Psy,Vol,33,28,5,5,7,5,0,Choc Mental,Psy,Special,5,6,Flair,Normal,Statut,0,0,Empty,Psy,,,,Empty,Vol,,,,Rhinolove-NB.png,1.0,0.25,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,2.0,0.0,2.0,2.0,1.0
#529,529,Sol Sol,Rototaupe,Sol,Sol,30,17,8,4,3,4,2,Griffe,Normal,Physique,4,6,Lance-Boue,Sol,Statut,0,0,Empty,Sol,,,,Empty,Sol,,,,Rototaupe-NB.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#530,530,Acier Sol,Minotaupe,Acier,Sol,55,22,13,6,5,6,1,Empal'Korne,Normal,Physique,0,0,Fertilisation,Sol,Statut,0,0,Empty,Acier,,,,Empty,Sol,,,,Minotaupe-NB.png,0.5,2.0,0.5,2.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,0.0,0.5,0.25,2.0,1.0,1.0,0.5
#532,532,Combat Combat,Charpenti,Combat,Combat,37,8,8,5,2,3,3,Ecras'Face,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Charpenti-NB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#533,533,Combat Combat,Ouvrifier,Combat,Combat,42,10,10,8,4,5,1,Ecras'Face,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Ouvrifier-NB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#534,534,Combat Combat,Bétochef,Combat,Combat,52,11,14,9,5,6,0,Ecras'Face,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Bétochef-NB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#535,535,Eau Eau,Tritonde,Eau,Eau,25,16,5,4,5,4,5,Ecume,Eau,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Eau,,,,Empty,Eau,,,,Tritonde-NB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#536,536,Eau Sol,Batracné,Eau,Sol,37,14,6,5,6,5,2,Ecume,Eau,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Eau,,,,Empty,Sol,,,,Batracné-NB.png,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#537,537,Eau Sol,Crapustule,Eau,Sol,52,18,8,7,8,7,0,Acide,Poison,Special,4,6,Ecume,Eau,Special,4,6,Empty,Eau,,,,Empty,Sol,,,,Crapustule-NB.png,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#538,538,Combat Combat,Judokrak,Combat,Combat,60,11,10,8,3,8,0,Tatamigaeshi,Combat,Statut,0,0,Etreinte,Normal,Physique,1,0,Empty,Combat,,,,Empty,Combat,,,,Judokrak-NB.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
